Fecha;CodZR;DesZR;CodMun;DesMun;NuevosCasos;AcumuladoCasosHastaLaFecha
2020-11-02 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;2;264
2020-11-02 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;6;949
2020-11-02 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;14;694
2020-11-02 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;455
2020-11-02 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;4;188
2020-11-02 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;2;538
2020-11-02 00:00:00;51;BU—UEL;760;RIBAFORADA;6;283
2020-11-02 00:00:00;99;FUERA DE NAVARRA;779;SAN ADRI¡N;1;9
2020-11-02 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;4;193
2020-11-02 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;3;70
2020-11-02 00:00:00;40;TAFALLA;793;TAFALLA;7;490
2020-11-02 00:00:00;28;NO¡IN;794;TIEBAS;1;17
2020-11-02 00:00:00;45;TUDELA OESTE;802;TUDELA;9;899
2020-11-02 00:00:00;46;TUDELA ESTE;802;TUDELA;15;1578
2020-11-02 00:00:00;27;PUENTE LA REINA;804;⁄CAR;1;6
2020-11-02 00:00:00;37;VIANA;886;VIANA;7;136
2020-11-02 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;5;216
2020-11-02 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;3;481
2020-11-02 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;17;1024
2020-11-02 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;8;548
2020-11-03 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;2;94
2020-11-03 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;2;295
2020-11-03 00:00:00;99;FUERA DE NAVARRA;9;CASERÕO DE ECH¡VARRI;1;1
2020-11-03 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;3;359
2020-11-03 00:00:00;14;BERRIOZAR;39;AIZO¡IN / AITZOAIN;3;19
2020-11-03 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;3;590
2020-11-03 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;4;197
2020-11-03 00:00:00;14;BERRIOZAR;46;BERRIOZAR;5;449
2020-11-03 00:00:00;27;PUENTE LA REINA;59;A—ORBE;4;15
2020-11-03 00:00:00;5;LESAKA;68;ARANTZA;1;9
2020-11-03 00:00:00;4;LEITZA;82;ARANO;3;4
2020-11-03 00:00:00;34;ALLO;131;ARR”NIZ;1;21
2020-11-03 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;2;70
2020-11-03 00:00:00;39;SAN ADRI¡N;148;AZAGRA;2;167
2020-11-03 00:00:00;8;ULTZAMA;165;ERBITI;1;4
2020-11-03 00:00:00;6;ELIZONDO;187;ELIZONDO;2;232
2020-11-03 00:00:00;13;BURLADA;227;BURLADA / BURLATA;6;946
2020-11-03 00:00:00;43;OLITE;232;CAPARROSO;1;131
2020-11-03 00:00:00;99;FUERA DE NAVARRA;232;CAPARROSO;1;5
2020-11-03 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;2;54
2020-11-03 00:00:00;48;CORELLA;241;CASTEJ”N;3;263
2020-11-03 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;9;590
2020-11-03 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;8;667
2020-11-03 00:00:00;25;ZIZUR-ECHAVACOIZ;259;UNDIANO / UNDIO;1;11
2020-11-03 00:00:00;48;CORELLA;261;CORELLA;5;405
2020-11-03 00:00:00;51;BU—UEL;262;CORTES;4;135
2020-11-03 00:00:00;5;LESAKA;270;ETXALAR;1;9
2020-11-03 00:00:00;15;ORCOYEN;277;ECHARRI / ETXARRI;1;7
2020-11-03 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;2;134
2020-11-03 00:00:00;67;SARRIGUREN;285;BADOST¡IN;2;16
2020-11-03 00:00:00;67;SARRIGUREN;297;SARRIGUREN;7;614
2020-11-03 00:00:00;28;NO¡IN;304;NO¡IN;2;339
2020-11-03 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;11;490
2020-11-03 00:00:00;11;HUARTE;343;EZKIROTZ;1;1
2020-11-03 00:00:00;12;VILLAVA;371;AZOZ / AZOTZ;3;17
2020-11-03 00:00:00;12;VILLAVA;378;ORRIO;1;5
2020-11-03 00:00:00;12;VILLAVA;380;ARRE;2;50
2020-11-03 00:00:00;44;PERALTA;385;FALCES;3;132
2020-11-03 00:00:00;46;TUDELA ESTE;388;FONTELLAS;2;22
2020-11-03 00:00:00;44;PERALTA;389;FUNES;1;118
2020-11-03 00:00:00;28;NO¡IN;402;BERI¡IN;4;150
2020-11-03 00:00:00;4;LEITZA;420;GOIZUETA;1;3
2020-11-03 00:00:00;11;HUARTE;448;HUARTE / UHARTE;4;395
2020-11-03 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;39
2020-11-03 00:00:00;4;LEITZA;563;LEITZA;4;157
2020-11-03 00:00:00;99;FUERA DE NAVARRA;563;LEITZA;1;6
2020-11-03 00:00:00;29;SANG‹ESA;639;LUMBIER;3;48
2020-11-03 00:00:00;44;PERALTA;643;MARCILLA;1;100
2020-11-03 00:00:00;38;LODOSA;646;MENDAVIA;1;82
2020-11-03 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;4;142
2020-11-03 00:00:00;50;CASCANTE;671;MURCHANTE;4;346
2020-11-03 00:00:00;43;OLITE;674;RADA;2;8
2020-11-03 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;2;191
2020-11-03 00:00:00;15;ORCOYEN;717;ARAZURI;1;21
2020-11-03 00:00:00;15;ORCOYEN;725;ORKOIEN;1;199
2020-11-03 00:00:00;9;AURITZ/BURGUETE;738;ORBAIZETA;1;18
2020-11-03 00:00:00;33;VILLATUERTA;745;OTEIZA;1;120
2020-11-03 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;811
2020-11-03 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;20;1424
2020-11-03 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;6;996
2020-11-03 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;6;584
2020-11-03 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;7;1046
2020-11-03 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;8;890
2020-11-03 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;8;761
2020-11-03 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;7;1286
2020-11-03 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;5;679
2020-11-03 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;4;268
2020-11-03 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;3;952
2020-11-03 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;9;703
2020-11-03 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;3;458
2020-11-03 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;5;543
2020-11-03 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;71
2020-11-03 00:00:00;51;BU—UEL;760;RIBAFORADA;11;294
2020-11-03 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;4;361
2020-11-03 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;2;195
2020-11-03 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;2;72
2020-11-03 00:00:00;7;DONEZTEBE/SANTESTEBAN;792;SUNBILLA;1;60
2020-11-03 00:00:00;40;TAFALLA;793;TAFALLA;8;498
2020-11-03 00:00:00;28;NO¡IN;794;TIEBAS;2;19
2020-11-03 00:00:00;99;FUERA DE NAVARRA;794;TIEBAS;1;2
2020-11-03 00:00:00;45;TUDELA OESTE;802;TUDELA;15;914
2020-11-03 00:00:00;46;TUDELA ESTE;802;TUDELA;17;1595
2020-11-03 00:00:00;50;CASCANTE;803;TULEBRAS;1;3
2020-11-03 00:00:00;2;ETXARRI-ARANATZ;837;URDIAIN;1;50
2020-11-03 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;2;140
2020-11-03 00:00:00;5;LESAKA;883;BERA;2;105
2020-11-03 00:00:00;37;VIANA;886;VIANA;8;144
2020-11-03 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;3;219
2020-11-03 00:00:00;33;VILLATUERTA;893;VILLATUERTA;3;30
2020-11-03 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;3;484
2020-11-03 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;3;1027
2020-11-03 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;7;555
2020-11-04 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;3;298
2020-11-04 00:00:00;33;VILLATUERTA;2;AB¡RZUZA / ABARTZUZA;1;11
2020-11-04 00:00:00;50;CASCANTE;11;ABLITAS;1;143
2020-11-04 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;4;363
2020-11-04 00:00:00;34;ALLO;27;ALLO;1;17
2020-11-04 00:00:00;14;BERRIOZAR;39;AIZO¡IN / AITZOAIN;1;20
2020-11-04 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;9;599
2020-11-04 00:00:00;99;FUERA DE NAVARRA;40;ANSO¡IN / ANTSOAIN;1;8
2020-11-04 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;3;200
2020-11-04 00:00:00;14;BERRIOZAR;44;BERRIOPLANO / BERRIOBEITI;1;41
2020-11-04 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;47
2020-11-04 00:00:00;14;BERRIOZAR;46;BERRIOZAR;5;454
2020-11-04 00:00:00;8;ULTZAMA;55;ETSAIN;1;3
2020-11-04 00:00:00;27;PUENTE LA REINA;59;A—ORBE;1;16
2020-11-04 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;2;131
2020-11-04 00:00:00;2;ETXARRI-ARANATZ;102;ARBIZU;1;66
2020-11-04 00:00:00;36;LOS ARCOS;124;LOS ARCOS;1;19
2020-11-04 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;2;111
2020-11-04 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;7;77
2020-11-04 00:00:00;39;SAN ADRI¡N;148;AZAGRA;6;173
2020-11-04 00:00:00;40;TAFALLA;151;BAR¡SOAIN;1;62
2020-11-04 00:00:00;6;ELIZONDO;174;ARIZKUN;1;14
2020-11-04 00:00:00;6;ELIZONDO;187;ELIZONDO;5;237
2020-11-04 00:00:00;6;ELIZONDO;202;PERTALATS;1;2
2020-11-04 00:00:00;15;ORCOYEN;208;BELASCO¡IN;1;3
2020-11-04 00:00:00;3;IRURTZUN;218;BETELU;1;13
2020-11-04 00:00:00;13;BURLADA;227;BURLADA / BURLATA;14;960
2020-11-04 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;1;278
2020-11-04 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;2;56
2020-11-04 00:00:00;50;CASCANTE;238;CASCANTE;3;194
2020-11-04 00:00:00;48;CORELLA;241;CASTEJ”N;8;271
2020-11-04 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;9;599
2020-11-04 00:00:00;27;PUENTE LA REINA;246;CIRAUQUI / ZIRAUKI;1;15
2020-11-04 00:00:00;25;ZIZUR-ECHAVACOIZ;249;ASTR¡IN;1;10
2020-11-04 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;10;677
2020-11-04 00:00:00;48;CORELLA;261;CORELLA;7;412
2020-11-04 00:00:00;51;BU—UEL;262;CORTES;4;139
2020-11-04 00:00:00;15;ORCOYEN;277;ECHARRI / ETXARRI;1;8
2020-11-04 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;135
2020-11-04 00:00:00;11;HUARTE;292;GORRAIZ;2;159
2020-11-04 00:00:00;67;SARRIGUREN;297;SARRIGUREN;3;617
2020-11-04 00:00:00;28;NO¡IN;303;IM¡RCOAIN;1;7
2020-11-04 00:00:00;28;NO¡IN;304;NO¡IN;3;342
2020-11-04 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;5;495
2020-11-04 00:00:00;99;FUERA DE NAVARRA;357;SAIGOTS;1;1
2020-11-04 00:00:00;11;HUARTE;364;ZUBIRI;1;11
2020-11-04 00:00:00;12;VILLAVA;380;ARRE;1;51
2020-11-04 00:00:00;49;CINTRU…NIGO;386;FITERO;1;71
2020-11-04 00:00:00;51;BU—UEL;390;FUSTI—ANA;2;125
2020-11-04 00:00:00;28;NO¡IN;397;ESQUÕROZ;1;13
2020-11-04 00:00:00;28;NO¡IN;402;BERI¡IN;8;158
2020-11-04 00:00:00;33;VILLATUERTA;437;ITURGOYEN;1;8
2020-11-04 00:00:00;11;HUARTE;448;HUARTE / UHARTE;5;400
2020-11-04 00:00:00;31;ISABA;475;ISABA / IZABA;1;11
2020-11-04 00:00:00;4;LEITZA;563;LEITZA;2;159
2020-11-04 00:00:00;5;LESAKA;587;LESAKA;2;23
2020-11-04 00:00:00;38;LODOSA;613;LODOSA;5;106
2020-11-04 00:00:00;29;SANG‹ESA;639;LUMBIER;2;50
2020-11-04 00:00:00;44;PERALTA;643;MARCILLA;2;102
2020-11-04 00:00:00;27;PUENTE LA REINA;651;MENDIGORRÕA;1;28
2020-11-04 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;2;144
2020-11-04 00:00:00;50;CASCANTE;667;MONTEAGUDO;1;12
2020-11-04 00:00:00;50;CASCANTE;671;MURCHANTE;4;350
2020-11-04 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;3;194
2020-11-04 00:00:00;15;ORCOYEN;725;ORKOIEN;1;200
2020-11-04 00:00:00;33;VILLATUERTA;745;OTEIZA;2;122
2020-11-04 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;6;817
2020-11-04 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;16;1440
2020-11-04 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;15;1011
2020-11-04 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;5;589
2020-11-04 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;11;1057
2020-11-04 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;10;900
2020-11-04 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;9;770
2020-11-04 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;9;1295
2020-11-04 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;5;684
2020-11-04 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;3;271
2020-11-04 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;12;964
2020-11-04 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;12;715
2020-11-04 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;11;469
2020-11-04 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;2;77
2020-11-04 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;2;190
2020-11-04 00:00:00;51;BU—UEL;760;RIBAFORADA;14;308
2020-11-04 00:00:00;7;DONEZTEBE/SANTESTEBAN;776;SALDIAS;1;2
2020-11-04 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;2;363
2020-11-04 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;1;196
2020-11-04 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;2;74
2020-11-04 00:00:00;38;LODOSA;790;SESMA;3;37
2020-11-04 00:00:00;40;TAFALLA;793;TAFALLA;4;502
2020-11-04 00:00:00;28;NO¡IN;795;CAMPANAS;1;7
2020-11-04 00:00:00;45;TUDELA OESTE;802;TUDELA;5;919
2020-11-04 00:00:00;46;TUDELA ESTE;802;TUDELA;11;1606
2020-11-04 00:00:00;29;SANG‹ESA;857;ARTIEDA;1;38
2020-11-04 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;1;141
2020-11-04 00:00:00;5;LESAKA;883;BERA;2;107
2020-11-04 00:00:00;37;VIANA;886;VIANA;38;182
2020-11-04 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;6;490
2020-11-04 00:00:00;7;DONEZTEBE/SANTESTEBAN;935;ZUBIETA;1;7
2020-11-04 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;8;1035
2020-11-04 00:00:00;99;FUERA DE NAVARRA;942;BARA—¡IN / BARA—AIN;1;14
2020-11-04 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;2;557
2020-11-05 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;5;303
2020-11-05 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;7;370
2020-11-05 00:00:00;35;ANCÕN-AM…SCOA;22;EULZ;1;1
2020-11-05 00:00:00;34;ALLO;27;ALLO;1;18
2020-11-05 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;3;93
2020-11-05 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;2;601
2020-11-05 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;201
2020-11-05 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;456
2020-11-05 00:00:00;14;BERRIOZAR;48;LARRAGUETA;1;2
2020-11-05 00:00:00;3;IRURTZUN;92;IRURTZUN;5;84
2020-11-05 00:00:00;4;LEITZA;126;ARESO;1;5
2020-11-05 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;112
2020-11-05 00:00:00;39;SAN ADRI¡N;148;AZAGRA;2;175
2020-11-05 00:00:00;8;ULTZAMA;159;ITSASO;1;1
2020-11-05 00:00:00;6;ELIZONDO;187;ELIZONDO;4;241
2020-11-05 00:00:00;6;ELIZONDO;194;IRURITA;1;20
2020-11-05 00:00:00;6;ELIZONDO;196;MARDEA;1;3
2020-11-05 00:00:00;43;OLITE;207;BEIRE;1;5
2020-11-05 00:00:00;13;BURLADA;227;BURLADA / BURLATA;17;977
2020-11-05 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;1;81
2020-11-05 00:00:00;99;FUERA DE NAVARRA;227;BURLADA / BURLATA;1;11
2020-11-05 00:00:00;43;OLITE;232;CAPARROSO;1;132
2020-11-05 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;57
2020-11-05 00:00:00;48;CORELLA;241;CASTEJ”N;3;274
2020-11-05 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;6;605
2020-11-05 00:00:00;99;FUERA DE NAVARRA;244;CINTRU…NIGO;1;9
2020-11-05 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;6;683
2020-11-05 00:00:00;48;CORELLA;261;CORELLA;6;418
2020-11-05 00:00:00;51;BU—UEL;262;CORTES;1;140
2020-11-05 00:00:00;7;DONEZTEBE/SANTESTEBAN;267;DONAMARIA;1;13
2020-11-05 00:00:00;15;ORCOYEN;277;ECHARRI / ETXARRI;2;10
2020-11-05 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;136
2020-11-05 00:00:00;15;ORCOYEN;280;ETXAURI;1;19
2020-11-05 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;619
2020-11-05 00:00:00;28;NO¡IN;304;NO¡IN;1;343
2020-11-05 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;8;503
2020-11-05 00:00:00;12;VILLAVA;371;AZOZ / AZOTZ;1;18
2020-11-05 00:00:00;44;PERALTA;389;FUNES;1;119
2020-11-05 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;126
2020-11-05 00:00:00;28;NO¡IN;402;BERI¡IN;1;159
2020-11-05 00:00:00;9;AURITZ/BURGUETE;413;GARRALDA;1;3
2020-11-05 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;401
2020-11-05 00:00:00;3;IRURTZUN;473;ZARRANTZ;1;3
2020-11-05 00:00:00;2;ETXARRI-ARANATZ;479;ITURMENDI;2;13
2020-11-05 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;40
2020-11-05 00:00:00;41;ARTAJONA;534;LARRAGA;2;146
2020-11-05 00:00:00;3;IRURTZUN;546;LEKUNBERRI;1;56
2020-11-05 00:00:00;4;LEITZA;563;LEITZA;4;163
2020-11-05 00:00:00;5;LESAKA;587;LESAKA;1;24
2020-11-05 00:00:00;38;LODOSA;646;MENDAVIA;1;83
2020-11-05 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;3;147
2020-11-05 00:00:00;41;ARTAJONA;664;MIRANDA DE ARGA;1;75
2020-11-05 00:00:00;50;CASCANTE;667;MONTEAGUDO;1;13
2020-11-05 00:00:00;50;CASCANTE;671;MURCHANTE;1;351
2020-11-05 00:00:00;42;CARCASTILLO;676;MURILLO EL FRUTO;1;53
2020-11-05 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;1;33
2020-11-05 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;2;196
2020-11-05 00:00:00;10;AOIZ;744;OROZ-BETELU / OROTZ-BETELU;1;4
2020-11-05 00:00:00;33;VILLATUERTA;745;OTEIZA;2;124
2020-11-05 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;5;822
2020-11-05 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;15;1455
2020-11-05 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;12;1023
2020-11-05 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;5;594
2020-11-05 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;8;1065
2020-11-05 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;9;909
2020-11-05 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;3;773
2020-11-05 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;12;1307
2020-11-05 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;8;692
2020-11-05 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;3;967
2020-11-05 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;7;722
2020-11-05 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;5;474
2020-11-05 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;1;78
2020-11-05 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;6;196
2020-11-05 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;1;544
2020-11-05 00:00:00;51;BU—UEL;760;RIBAFORADA;19;327
2020-11-05 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;11;374
2020-11-05 00:00:00;99;FUERA DE NAVARRA;779;SAN ADRI¡N;2;11
2020-11-05 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;4;78
2020-11-05 00:00:00;40;TAFALLA;793;TAFALLA;9;511
2020-11-05 00:00:00;28;NO¡IN;795;CAMPANAS;1;8
2020-11-05 00:00:00;45;TUDELA OESTE;802;TUDELA;18;937
2020-11-05 00:00:00;46;TUDELA ESTE;802;TUDELA;16;1622
2020-11-05 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;68
2020-11-05 00:00:00;99;FUERA DE NAVARRA;857;ARTIEDA;1;2
2020-11-05 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;5;146
2020-11-05 00:00:00;37;VIANA;886;VIANA;5;187
2020-11-05 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;2;221
2020-11-05 00:00:00;33;VILLATUERTA;893;VILLATUERTA;4;34
2020-11-05 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;3;493
2020-11-05 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;10;1045
2020-11-05 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;4;561
2020-11-06 00:00:00;35;ANCÕN-AM…SCOA;1;AB¡IGAR;1;9
2020-11-06 00:00:00;50;CASCANTE;11;ABLITAS;2;145
2020-11-06 00:00:00;29;SANG‹ESA;15;AIBAR / OIBAR;3;36
2020-11-06 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;2;372
2020-11-06 00:00:00;99;FUERA DE NAVARRA;16;ALTSASU / ALSASUA;1;2
2020-11-06 00:00:00;35;ANCÕN-AM…SCOA;29;BAQUEDANO;1;1
2020-11-06 00:00:00;14;BERRIOZAR;39;AIZO¡IN / AITZOAIN;1;21
2020-11-06 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;2;603
2020-11-06 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;5;206
2020-11-06 00:00:00;14;BERRIOZAR;46;BERRIOZAR;3;459
2020-11-06 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;3;134
2020-11-06 00:00:00;5;LESAKA;68;ARANTZA;3;12
2020-11-06 00:00:00;36;LOS ARCOS;124;LOS ARCOS;1;20
2020-11-06 00:00:00;34;ALLO;131;ARR”NIZ;1;22
2020-11-06 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;4;81
2020-11-06 00:00:00;39;SAN ADRI¡N;148;AZAGRA;1;176
2020-11-06 00:00:00;40;TAFALLA;151;BAR¡SOAIN;4;66
2020-11-06 00:00:00;6;ELIZONDO;187;ELIZONDO;2;243
2020-11-06 00:00:00;6;ELIZONDO;202;PERTALATS;1;3
2020-11-06 00:00:00;43;OLITE;207;BEIRE;1;6
2020-11-06 00:00:00;13;BURLADA;227;BURLADA / BURLATA;10;987
2020-11-06 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;3;281
2020-11-06 00:00:00;50;CASCANTE;238;CASCANTE;4;198
2020-11-06 00:00:00;48;CORELLA;241;CASTEJ”N;2;276
2020-11-06 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;3;608
2020-11-06 00:00:00;27;PUENTE LA REINA;246;CIRAUQUI / ZIRAUKI;1;16
2020-11-06 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;7;690
2020-11-06 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;2;76
2020-11-06 00:00:00;25;ZIZUR-ECHAVACOIZ;259;UNDIANO / UNDIO;1;12
2020-11-06 00:00:00;48;CORELLA;261;CORELLA;5;423
2020-11-06 00:00:00;51;BU—UEL;262;CORTES;5;145
2020-11-06 00:00:00;99;FUERA DE NAVARRA;262;CORTES;1;2
2020-11-06 00:00:00;7;DONEZTEBE/SANTESTEBAN;267;DONAMARIA;1;14
2020-11-06 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;137
2020-11-06 00:00:00;11;HUARTE;292;GORRAIZ;1;160
2020-11-06 00:00:00;67;SARRIGUREN;297;SARRIGUREN;8;627
